,subject,trial_index,feature,word_question,user_answer,is_right,feature_appear,feature_disappear,question_appear,answer_time
40,101,40,kitchen,kitchen,right,True,2026-03-14_18-18-32.980,2026-03-14_18-18-33.993,2026-03-14_18-18-35.993,2026-03-14_18-18-37.014
41,101,41,living_room,bathroom,left,True,2026-03-14_18-18-42.457,2026-03-14_18-18-43.470,2026-03-14_18-18-44.925,2026-03-14_18-18-45.660
42,101,42,green,green,right,True,2026-03-14_18-18-49.345,2026-03-14_18-18-50.357,2026-03-14_18-18-52.053,2026-03-14_18-18-53.007
43,101,43,bathroom,bathroom,right,True,2026-03-14_18-18-57.246,2026-03-14_18-18-58.260,2026-03-14_18-19-00.170,2026-03-14_18-19-00.903
44,101,44,red,red,right,True,2026-03-14_18-19-06.747,2026-03-14_18-19-07.760,2026-03-14_18-19-09.512,2026-03-14_18-19-10.625
45,101,45,red,green,left,True,2026-03-14_18-19-15.081,2026-03-14_18-19-16.094,2026-03-14_18-19-17.300,2026-03-14_18-19-18.249
46,101,46,bathroom,bathroom,right,True,2026-03-14_18-19-21.718,2026-03-14_18-19-22.731,2026-03-14_18-19-23.937,2026-03-14_18-19-24.977
47,101,47,green,green,right,True,2026-03-14_18-19-28.961,2026-03-14_18-19-29.975,2026-03-14_18-19-31.159,2026-03-14_18-19-33.138
48,101,48,red,green,left,True,2026-03-14_18-19-37.526,2026-03-14_18-19-38.539,2026-03-14_18-19-40.246,2026-03-14_18-19-40.976
49,101,49,red,red,right,True,2026-03-14_18-19-44.918,2026-03-14_18-19-45.930,2026-03-14_18-19-47.124,2026-03-14_18-19-47.668
50,101,50,living_room,kitchen,left,True,2026-03-14_18-20-00.872,2026-03-14_18-20-01.885,2026-03-14_18-20-03.217,2026-03-14_18-20-04.081
51,101,51,bathroom,living_room,left,True,2026-03-14_18-20-09.175,2026-03-14_18-20-10.188,2026-03-14_18-20-11.398,2026-03-14_18-20-12.188
52,101,52,red,green,left,True,2026-03-14_18-20-16.295,2026-03-14_18-20-17.308,2026-03-14_18-20-18.426,2026-03-14_18-20-19.131
